ID_BVOTE,SCRUTIN,ANNEE,TOUR,DATE,NUM_CIRC,NUM_QUARTIER,NUM_ARROND,NUM_SEC,NUM_BUREAU,NB_PROCURATION,NB_INSCRIT,NB_EMARGEMENT,NB_VOTANT,NB_VOTE_BLANC,NB_VOTE_NUL,NB_EXPRIME,ARTHAUD Nathalie,ROUSSEL Fabien,MACRON Emmanuel,LASSALLE Jean,LE PEN Marine,ZEMMOUR Eric,MELENCHON Jean-Luc,HIDALGO Anne,JADOT Yannick,PECRESSE Valerie,POUTOU Philippe,DUPONT-AIGNAN Nicolas,lat,lon
16-49,Présidentielle,2022,1,2022-04-10,14,61,16,16,49,76.0,1638.0,1314.0,1314,5.0,0.0,1309.0,0,9.0,573.0,15.0,95.0,181.0,167.0,9.0,44.0,191,4.0,21.0,48.84484113161123,2.2554875394466074
20-35,Présidentielle,2022,1,2022-04-10,15,80,20,20,35,10.0,1436.0,961.0,961,21.0,12.0,928.0,6,18.0,193.0,18.0,107.0,55.0,456.0,10.0,29.0,21,3.0,12.0,48.85628285191557,2.4127267611991523
10-6,Présidentielle,2022,1,2022-04-10,05,39,10,10,6,90.0,1473.0,1210.0,1210,10.0,2.0,1198.0,3,21.0,387.0,10.0,45.0,63.0,425.0,47.0,129.0,54,3.0,11.0,48.87041007598641,2.36744230873153
17-50,Présidentielle,2022,1,2022-04-10,04,66,17,17,50,96.0,1515.0,1283.0,1283,7.0,2.0,1274.0,1,5.0,667.0,12.0,39.0,200.0,74.0,10.0,65.0,193,0.0,8.0,48.88505280034467,2.300350770107931
13-63,Présidentielle,2022,1,2022-04-10,09,52,13,13,63,65.0,1345.0,1118.0,1118,10.0,1.0,1107.0,1,27.0,440.0,11.0,37.0,68.0,278.0,25.0,98.0,105,10.0,7.0,48.835400439070604,2.3430882435267564
7-4,Présidentielle,2022,1,2022-04-10,02,25,07,07,4,86.0,1310.0,1036.0,1035,8.0,6.0,1021.0,0,13.0,471.0,8.0,79.0,135.0,139.0,8.0,50.0,106,4.0,8.0,48.85903569826358,2.3288252526755344
15-18,Présidentielle,2022,1,2022-04-10,12,59,15,15,18,73.0,1399.0,1171.0,1171,14.0,5.0,1152.0,1,12.0,473.0,20.0,71.0,176.0,182.0,10.0,53.0,133,4.0,17.0,48.85254254929442,2.2941522005916757
19-33,Présidentielle,2022,1,2022-04-10,16,75,19,19,33,36.0,1459.0,1040.0,1040,6.0,11.0,1023.0,7,27.0,241.0,10.0,61.0,67.0,503.0,16.0,41.0,36,7.0,7.0,48.877989985396944,2.3939348183144458
12-41,Présidentielle,2022,1,2022-04-10,08,45,12,12,41,53.0,1310.0,1077.0,1077,17.0,3.0,1057.0,5,26.0,381.0,8.0,54.0,61.0,293.0,25.0,102.0,83,6.0,13.0,48.83811024485814,2.40272463294792
17-32,Présidentielle,2022,1,2022-04-10,03,68,17,17,32,69.0,1482.0,1198.0,1198,10.0,1.0,1187.0,3,19.0,475.0,16.0,57.0,59.0,318.0,22.0,115.0,88,7.0,8.0,48.89187344768119,2.3252029725865366
14-30,Présidentielle,2022,1,2022-04-10,11,53,14,14,30,77.0,1410.0,1118.0,1118,13.0,2.0,1103.0,1,21.0,499.0,11.0,55.0,85.0,203.0,30.0,98.0,82,5.0,13.0,48.83950940201273,2.328454503332543
15-30,Présidentielle,2022,1,2022-04-10,12,58,15,15,30,82.0,1556.0,1293.0,1293,7.0,5.0,1281.0,2,15.0,565.0,16.0,39.0,140.0,200.0,26.0,109.0,151,5.0,13.0,48.84227322718995,2.3084119063393698
15-78,Présidentielle,2022,1,2022-04-10,13,60,15,15,78,26.0,1078.0,845.0,845,6.0,2.0,837.0,1,11.0,269.0,9.0,67.0,62.0,273.0,17.0,54.0,59,4.0,11.0,48.83959117351086,2.279389678598105
3-8,Présidentielle,2022,1,2022-04-10,05,11,03,01,8,78.0,1327.0,1082.0,1082,8.0,6.0,1068.0,0,14.0,493.0,11.0,45.0,87.0,207.0,38.0,85.0,77,5.0,6.0,48.85781506818422,2.3630394114141278
13-67,Présidentielle,2022,1,2022-04-10,09,52,13,13,67,69.0,1490.0,1192.0,1192,17.0,3.0,1172.0,2,21.0,377.0,15.0,51.0,75.0,401.0,41.0,101.0,66,7.0,15.0,48.833669774580414,2.3522607719973703
15-49,Présidentielle,2022,1,2022-04-10,13,57,15,15,49,29.0,1645.0,1154.0,1155,14.0,7.0,1134.0,3,13.0,303.0,17.0,117.0,84.0,421.0,20.0,53.0,78,11.0,14.0,48.828453709320705,2.2947591572166286
6-15,Présidentielle,2022,1,2022-04-10,11,23,06,06,15,75.0,1257.0,1010.0,1010,6.0,2.0,1002.0,1,6.0,506.0,12.0,40.0,100.0,145.0,13.0,70.0,93,5.0,11.0,48.8481845702576,2.3230725431617003
12-18,Présidentielle,2022,1,2022-04-10,08,46,12,12,18,82.0,1432.0,1151.0,1151,17.0,4.0,1130.0,1,19.0,360.0,16.0,44.0,78.0,322.0,35.0,145.0,96,4.0,10.0,48.845662280944055,2.3920041059342076
19-45,Présidentielle,2022,1,2022-04-10,16,74,19,19,45,35.0,1634.0,1148.0,1148,19.0,8.0,1121.0,4,25.0,225.0,11.0,64.0,67.0,606.0,21.0,63.0,23,4.0,8.0,48.89547483389237,2.388428973589931
13-28,Présidentielle,2022,1,2022-04-10,09,50,13,13,28,53.0,1778.0,1459.0,1459,23.0,9.0,1427.0,10,31.0,451.0,23.0,92.0,83.0,481.0,41.0,104.0,75,16.0,20.0,48.830568010216496,2.370037714546719
8-10,Présidentielle,2022,1,2022-04-10,01,31,08,08,10,43.0,1031.0,768.0,768,5.0,0.0,763.0,1,4.0,355.0,7.0,54.0,103.0,94.0,3.0,35.0,99,3.0,5.0,48.86951383502914,2.3202931580992603
18-51,Présidentielle,2022,1,2022-04-10,17,71,18,18,51,29.0,1973.0,1308.0,1301,16.0,14.0,1271.0,8,29.0,231.0,8.0,74.0,43.0,770.0,28.0,31.0,26,16.0,7.0,48.89833369102627,2.355810976817785
20-57,Présidentielle,2022,1,2022-04-10,08,80,20,20,57,39.0,1391.0,1101.0,1102,16.0,5.0,1081.0,2,28.0,329.0,19.0,69.0,69.0,387.0,27.0,85.0,44,15.0,7.0,48.848340346723056,2.404087396260957
14-42,Présidentielle,2022,1,2022-04-10,10,55,14,14,42,74.0,1857.0,1474.0,1474,10.0,5.0,1459.0,4,25.0,451.0,18.0,103.0,110.0,495.0,26.0,125.0,89,2.0,11.0,48.823743431181,2.3274258539918917
19-13,Présidentielle,2022,1,2022-04-10,16,76,19,19,13,81.0,1703.0,1295.0,1295,14.0,3.0,1278.0,5,33.0,339.0,13.0,46.0,60.0,523.0,41.0,156.0,40,14.0,8.0,48.87591702524546,2.3832915440161724
15-51,Présidentielle,2022,1,2022-04-10,13,57,15,15,51,56.0,1601.0,1245.0,1242,11.0,6.0,1225.0,7,24.0,469.0,21.0,68.0,113.0,264.0,34.0,90.0,116,1.0,18.0,48.83308716300564,2.299944088620587
13-51,Présidentielle,2022,1,2022-04-10,10,51,13,13,51,59.0,1695.0,1366.0,1369,15.0,6.0,1348.0,7,47.0,422.0,8.0,70.0,85.0,428.0,45.0,125.0,89,8.0,14.0,48.82377793791669,2.342658178793837
12-57,Présidentielle,2022,1,2022-04-10,07,48,12,12,57,64.0,1544.0,1260.0,1260,11.0,4.0,1245.0,4,31.0,390.0,12.0,41.0,60.0,471.0,40.0,134.0,42,8.0,12.0,48.84845270104996,2.3821231179759113
10-31,Présidentielle,2022,1,2022-04-10,05,37,10,10,31,74.0,1226.0,936.0,936,10.0,2.0,924.0,2,19.0,395.0,12.0,33.0,60.0,231.0,18.0,86.0,55,10.0,3.0,48.87782179427075,2.3517934048142286
18-67,Présidentielle,2022,1,2022-04-10,03,69,18,18,67,56.0,1448.0,1148.0,1149,8.0,3.0,1138.0,4,28.0,333.0,11.0,60.0,49.0,447.0,32.0,116.0,30,16.0,12.0,48.895553332819524,2.338247377255136
19-64,Présidentielle,2022,1,2022-04-10,17,73,19,19,64,54.0,1672.0,1217.0,1218,11.0,9.0,1198.0,5,8.0,295.0,17.0,40.0,95.0,580.0,26.0,70.0,40,8.0,14.0,48.89064534174295,2.378115259224674
20-21,Présidentielle,2022,1,2022-04-10,15,78,20,20,21,28.0,1619.0,1168.0,1168,13.0,9.0,1146.0,3,26.0,280.0,15.0,102.0,67.0,525.0,26.0,57.0,23,11.0,11.0,48.87591307669715,2.4081925483137816
16-66,Présidentielle,2022,1,2022-04-10,04,64,16,16,66,57.0,1246.0,944.0,944,5.0,3.0,936.0,1,9.0,410.0,12.0,40.0,200.0,81.0,3.0,40.0,129,3.0,8.0,48.874880189371446,2.285641455581752
15-15,Présidentielle,2022,1,2022-04-10,12,59,15,15,15,44.0,1586.0,1227.0,1228,9.0,4.0,1215.0,2,16.0,483.0,14.0,82.0,168.0,203.0,16.0,71.0,139,0.0,21.0,48.85335410953603,2.288091184537117
17-46,Présidentielle,2022,1,2022-04-10,04,66,17,17,46,72.0,1530.0,1250.0,1249,9.0,1.0,1239.0,2,14.0,597.0,12.0,66.0,137.0,190.0,16.0,90.0,108,4.0,3.0,48.88407301365639,2.310695623401222
13-14,Présidentielle,2022,1,2022-04-10,09,50,13,13,14,33.0,1436.0,1063.0,1063,15.0,12.0,1036.0,2,25.0,254.0,24.0,117.0,88.0,396.0,19.0,51.0,37,8.0,15.0,48.827877857063704,2.3671464096821837
16-16,Présidentielle,2022,1,2022-04-10,14,62,16,16,16,63.0,1333.0,1094.0,1094,11.0,5.0,1078.0,0,3.0,537.0,14.0,57.0,170.0,78.0,9.0,45.0,158,1.0,6.0,48.8534834981454,2.2774473926593397
15-33,Présidentielle,2022,1,2022-04-10,12,58,15,15,33,103.0,1512.0,1282.0,1283,11.0,1.0,1271.0,3,21.0,537.0,19.0,59.0,150.0,214.0,26.0,97.0,127,3.0,15.0,48.8442306958186,2.312166134152105
15-23,Présidentielle,2022,1,2022-04-10,12,58,15,15,23,101.0,1522.0,1253.0,1257,6.0,5.0,1246.0,5,11.0,584.0,13.0,55.0,143.0,154.0,16.0,77.0,167,4.0,17.0,48.84754008442802,2.303758276731331
19-49,Présidentielle,2022,1,2022-04-10,16,74,19,19,49,42.0,1657.0,1196.0,1196,9.0,4.0,1183.0,7,22.0,235.0,10.0,65.0,92.0,606.0,20.0,75.0,33,7.0,11.0,48.89284543652078,2.3831518995220176
18-42,Présidentielle,2022,1,2022-04-10,03,69,18,18,42,48.0,1715.0,1224.0,1225,17.0,13.0,1195.0,6,17.0,339.0,15.0,78.0,55.0,524.0,24.0,70.0,50,8.0,9.0,48.896112183600444,2.331131894855708
15-73,Présidentielle,2022,1,2022-04-10,13,57,15,15,73,68.0,1319.0,1071.0,1071,12.0,3.0,1056.0,2,18.0,450.0,13.0,64.0,116.0,171.0,23.0,64.0,120,2.0,13.0,48.8366960813694,2.2852434700891133
13-64,Présidentielle,2022,1,2022-04-10,09,52,13,13,64,58.0,1391.0,1102.0,1102,6.0,5.0,1091.0,4,23.0,376.0,8.0,62.0,64.0,347.0,33.0,100.0,49,6.0,19.0,48.83284917416526,2.3434321402711342
15-35,Présidentielle,2022,1,2022-04-10,12,58,15,15,35,76.0,1665.0,1292.0,1292,14.0,4.0,1274.0,2,18.0,543.0,12.0,65.0,130.0,254.0,32.0,106.0,95,6.0,11.0,48.84317262832417,2.3204676310758625
15-38,Présidentielle,2022,1,2022-04-10,12,58,15,15,38,53.0,1487.0,1138.0,1138,13.0,8.0,1117.0,5,17.0,346.0,20.0,77.0,80.0,366.0,35.0,51.0,92,5.0,23.0,48.83807344217925,2.3143577452027615
12-17,Présidentielle,2022,1,2022-04-10,08,46,12,12,17,65.0,1335.0,1120.0,1120,13.0,1.0,1106.0,1,23.0,424.0,13.0,61.0,102.0,261.0,27.0,91.0,89,7.0,7.0,48.846272663688,2.3991778498390857
11-2,Présidentielle,2022,1,2022-04-10,07,43,11,11,2,99.0,1622.0,1333.0,1334,21.0,5.0,1308.0,1,25.0,466.0,20.0,50.0,74.0,387.0,50.0,146.0,75,8.0,6.0,48.859841456342636,2.3801851089935395
15-10,Présidentielle,2022,1,2022-04-10,12,59,15,15,10,46.0,1651.0,1252.0,1254,10.0,3.0,1241.0,4,15.0,560.0,21.0,70.0,120.0,236.0,18.0,72.0,105,5.0,15.0,48.8495021152391,2.2838992934668774
12-23,Présidentielle,2022,1,2022-04-10,08,46,12,12,23,45.0,1331.0,990.0,991,11.0,4.0,976.0,1,16.0,356.0,10.0,49.0,70.0,300.0,23.0,86.0,53,5.0,7.0,48.836857011096626,2.400412880741546
11-9,Présidentielle,2022,1,2022-04-10,07,43,11,11,9,112.0,1653.0,1359.0,1359,14.0,3.0,1342.0,2,23.0,470.0,23.0,40.0,63.0,470.0,40.0,150.0,47,8.0,6.0,48.854499711910826,2.375090772524976
16-28,Présidentielle,2022,1,2022-04-10,14,61,16,16,28,73.0,1289.0,1064.0,1064,10.0,7.0,1047.0,1,5.0,506.0,14.0,43.0,153.0,75.0,12.0,49.0,180,0.0,9.0,48.849276426489915,2.2699567224731876
7-18,Présidentielle,2022,1,2022-04-10,02,28,07,07,18,81.0,1430.0,1146.0,1146,11.0,3.0,1132.0,5,4.0,515.0,20.0,62.0,150.0,147.0,11.0,56.0,137,10.0,15.0,48.85874967636126,2.3065967598548163
7-6,Présidentielle,2022,1,2022-04-10,02,25,07,07,6,96.0,1451.0,1181.0,1181,13.0,2.0,1166.0,2,5.0,608.0,11.0,58.0,168.0,105.0,14.0,63.0,126,1.0,5.0,48.85511443205686,2.3223681471978503
8-7,Présidentielle,2022,1,2022-04-10,01,32,08,08,7,72.0,1505.0,1256.0,1255,17.0,4.0,1234.0,1,16.0,572.0,24.0,46.0,138.0,192.0,14.0,89.0,127,3.0,12.0,48.8820525851276,2.3250633463592827
13-70,Présidentielle,2022,1,2022-04-10,09,50,13,13,70,46.0,1183.0,934.0,934,9.0,7.0,918.0,4,23.0,272.0,16.0,59.0,69.0,347.0,13.0,53.0,43,5.0,14.0,48.83562303337425,2.372774615266363
18-62,Présidentielle,2022,1,2022-04-10,17,72,18,18,62,52.0,1699.0,1204.0,1204,9.0,3.0,1192.0,4,27.0,227.0,16.0,71.0,35.0,678.0,20.0,71.0,25,11.0,7.0,48.892408492109645,2.3665105999150136
12-35,Présidentielle,2022,1,2022-04-10,08,45,12,12,35,58.0,1447.0,1186.0,1186,13.0,5.0,1168.0,1,19.0,469.0,19.0,54.0,95.0,257.0,31.0,99.0,107,2.0,15.0,48.84351876523952,2.40696659725092
20-17,Présidentielle,2022,1,2022-04-10,15,78,20,20,17,43.0,1550.0,1175.0,1175,14.0,3.0,1158.0,5,38.0,274.0,7.0,68.0,64.0,544.0,38.0,62.0,31,20.0,7.0,48.87384821366769,2.3996112895425648
15-70,Présidentielle,2022,1,2022-04-10,13,57,15,15,70,64.0,1732.0,1374.0,1374,14.0,8.0,1352.0,4,19.0,534.0,25.0,83.0,121.0,270.0,31.0,112.0,134,5.0,14.0,48.834610767917994,2.2916195143673743
5-8,Présidentielle,2022,1,2022-04-10,02,19,05,05,8,90.0,1647.0,1328.0,1331,11.0,5.0,1315.0,2,22.0,616.0,18.0,38.0,103.0,244.0,35.0,118.0,108,2.0,9.0,48.845178280999,2.3410207997714187
12-45,Présidentielle,2022,1,2022-04-10,08,45,12,12,45,32.0,1329.0,942.0,942,18.0,3.0,921.0,5,22.0,229.0,9.0,99.0,49.0,410.0,19.0,30.0,30,7.0,12.0,48.842259767658454,2.4124861289774757
5-25,Présidentielle,2022,1,2022-04-10,02,17,05,05,25,95.0,1616.0,1303.0,1303,13.0,3.0,1287.0,3,21.0,498.0,17.0,44.0,90.0,367.0,22.0,120.0,96,4.0,5.0,48.84477156465169,2.351749108966399
17-10,Présidentielle,2022,1,2022-04-10,03,67,17,17,10,80.0,1501.0,1198.0,1199,17.0,5.0,1177.0,2,12.0,570.0,14.0,35.0,100.0,183.0,21.0,120.0,102,7.0,11.0,48.88353818554741,2.3156305129220622
8-13,Présidentielle,2022,1,2022-04-10,01,30,08,08,13,63.0,1486.0,1139.0,1139,12.0,3.0,1124.0,0,6.0,544.0,8.0,66.0,198.0,113.0,11.0,40.0,129,2.0,7.0,48.87162500015712,2.3084602710000657
15-88,Présidentielle,2022,1,2022-04-10,13,60,15,15,88,87.0,1543.0,1260.0,1260,18.0,3.0,1239.0,5,10.0,492.0,21.0,84.0,133.0,271.0,20.0,76.0,112,6.0,9.0,48.8398953784758,2.288386799930862
18-37,Présidentielle,2022,1,2022-04-10,18,69,18,18,37,82.0,1606.0,1306.0,1306,12.0,2.0,1292.0,2,23.0,476.0,14.0,67.0,65.0,370.0,41.0,155.0,64,5.0,10.0,48.89068026165036,2.3352008723489663
15-40,Présidentielle,2022,1,2022-04-10,12,58,15,15,40,65.0,1479.0,1137.0,1137,12.0,5.0,1120.0,6,29.0,376.0,16.0,99.0,96.0,321.0,18.0,53.0,84,9.0,13.0,48.83920334074951,2.3097722215954746
14-16,Présidentielle,2022,1,2022-04-10,11,56,14,14,16,54.0,1492.0,1175.0,1176,11.0,6.0,1159.0,1,20.0,373.0,15.0,80.0,85.0,378.0,26.0,84.0,74,12.0,11.0,48.83629903726275,2.321609454890086
17-33,Présidentielle,2022,1,2022-04-10,03,68,17,17,33,106.0,1478.0,1200.0,1200,8.0,0.0,1192.0,2,16.0,429.0,19.0,47.0,73.0,336.0,37.0,136.0,83,6.0,8.0,48.8906968445971,2.322719561729936
3-13,Présidentielle,2022,1,2022-04-10,05,09,03,01,13,85.0,1558.0,1187.0,1187,13.0,3.0,1171.0,0,19.0,444.0,15.0,57.0,56.0,384.0,27.0,111.0,47,6.0,5.0,48.868019418233054,2.3560801940124056
9-1,Présidentielle,2022,1,2022-04-10,01,35,09,09,1,80.0,1347.0,1087.0,1087,8.0,2.0,1077.0,7,17.0,475.0,11.0,51.0,88.0,221.0,24.0,94.0,70,6.0,13.0,48.87271461110289,2.3408242617606714
11-33,Présidentielle,2022,1,2022-04-10,06,42,11,11,33,73.0,1908.0,1541.0,1541,13.0,8.0,1520.0,3,16.0,437.0,24.0,70.0,78.0,617.0,48.0,160.0,49,6.0,12.0,48.86482946158777,2.3838331267662616
9-4,Présidentielle,2022,1,2022-04-10,01,35,09,09,4,99.0,1469.0,1205.0,1206,4.0,2.0,1200.0,1,24.0,524.0,11.0,47.0,91.0,289.0,25.0,109.0,63,8.0,8.0,48.873803346025845,2.346794771213288
12-55,Présidentielle,2022,1,2022-04-10,07,48,12,12,55,67.0,1529.0,1231.0,1231,6.0,7.0,1218.0,3,27.0,384.0,15.0,58.0,84.0,437.0,36.0,98.0,57,5.0,14.0,48.84904669401789,2.3750249194137436
10-7,Présidentielle,2022,1,2022-04-10,05,39,10,10,7,68.0,1383.0,1093.0,1093,8.0,4.0,1081.0,4,15.0,331.0,9.0,40.0,46.0,428.0,41.0,123.0,29,5.0,10.0,48.87306251397065,2.363724968029399
12-14,Présidentielle,2022,1,2022-04-10,08,46,12,12,14,43.0,1380.0,1096.0,1096,11.0,5.0,1080.0,1,21.0,394.0,10.0,72.0,81.0,291.0,28.0,92.0,75,1.0,14.0,48.846398098971704,2.3895408019628532
4-4,Présidentielle,2022,1,2022-04-10,07,14,04,01,4,53.0,1338.0,1064.0,1064,13.0,6.0,1045.0,2,23.0,380.0,12.0,51.0,85.0,309.0,32.0,77.0,52,6.0,16.0,48.85385901871192,2.3602038200012596
15-72,Présidentielle,2022,1,2022-04-10,13,57,15,15,72,54.0,1515.0,1191.0,1191,13.0,0.0,1178.0,3,15.0,410.0,26.0,97.0,116.0,292.0,25.0,69.0,110,8.0,7.0,48.83415106413827,2.284652018810453
1-1,Présidentielle,2022,1,2022-04-10,01,01,01,01,1,47.0,1082.0,851.0,851,9.0,7.0,835.0,1,7.0,322.0,5.0,56.0,77.0,189.0,13.0,91.0,67,1.0,6.0,48.860657643316806,2.3349071599647497
18-17,Présidentielle,2022,1,2022-04-10,18,70,18,18,17,102.0,1870.0,1374.0,1376,14.0,5.0,1357.0,5,26.0,285.0,15.0,49.0,51.0,705.0,36.0,139.0,28,9.0,9.0,48.88958328770067,2.3505246940863307
13-40,Présidentielle,2022,1,2022-04-10,10,51,13,13,40,70.0,1629.0,1321.0,1320,20.0,10.0,1290.0,1,40.0,441.0,10.0,70.0,73.0,408.0,42.0,120.0,65,9.0,11.0,48.82524386443187,2.3540460841282242
16-10,Présidentielle,2022,1,2022-04-10,14,62,16,16,10,88.0,1455.0,1136.0,1136,4.0,3.0,1129.0,1,15.0,592.0,8.0,44.0,203.0,63.0,8.0,33.0,155,1.0,6.0,48.8605376519999,2.285936253781969
11-38,Présidentielle,2022,1,2022-04-10,06,42,11,11,38,71.0,1746.0,1399.0,1399,17.0,5.0,1377.0,2,20.0,463.0,10.0,69.0,65.0,488.0,46.0,155.0,44,9.0,6.0,48.86279469017461,2.3834170507172576
15-95,Présidentielle,2022,1,2022-04-10,13,60,15,15,95,53.0,1406.0,1056.0,1056,25.0,3.0,1028.0,5,21.0,390.0,15.0,67.0,101.0,238.0,21.0,56.0,90,7.0,17.0,48.847540669513116,2.281596596737658
17-6,Présidentielle,2022,1,2022-04-10,03,67,17,17,6,107.0,1465.0,1231.0,1231,9.0,1.0,1221.0,0,9.0,613.0,12.0,34.0,111.0,211.0,20.0,99.0,98,7.0,7.0,48.88229141523285,2.3179355375965813
20-63,Présidentielle,2022,1,2022-04-10,06,79,20,20,63,20.0,1438.0,1017.0,1019,12.0,6.0,1001.0,2,13.0,156.0,12.0,74.0,54.0,606.0,5.0,37.0,23,8.0,11.0,48.86585164854169,2.3892974026730496
20-29,Présidentielle,2022,1,2022-04-10,15,78,20,20,29,47.0,1534.0,1214.0,1214,15.0,4.0,1195.0,6,25.0,340.0,11.0,93.0,75.0,456.0,27.0,85.0,49,13.0,15.0,48.87346983965403,2.4094905594054747
19-38,Présidentielle,2022,1,2022-04-10,16,75,19,19,38,57.0,1434.0,1070.0,1069,9.0,5.0,1055.0,8,18.0,195.0,10.0,56.0,57.0,556.0,25.0,88.0,21,7.0,14.0,48.877159411428636,2.39950884493778
12-36,Présidentielle,2022,1,2022-04-10,08,45,12,12,36,29.0,1393.0,1050.0,1050,7.0,4.0,1039.0,2,18.0,296.0,18.0,90.0,80.0,370.0,27.0,61.0,57,4.0,16.0,48.84551061599942,2.4101358713970744
20-53,Présidentielle,2022,1,2022-04-10,08,80,20,20,53,42.0,1459.0,1189.0,1189,2.0,5.0,1182.0,7,35.0,330.0,10.0,75.0,82.0,453.0,30.0,92.0,46,5.0,17.0,48.851016885236824,2.4079958846508855
13-17,Présidentielle,2022,1,2022-04-10,09,50,13,13,17,43.0,1693.0,1308.0,1308,14.0,4.0,1290.0,7,28.0,436.0,16.0,82.0,86.0,433.0,40.0,74.0,67,9.0,12.0,48.82549922979484,2.3644956900882974
9-13,Présidentielle,2022,1,2022-04-10,01,33,09,09,13,69.0,1575.0,1256.0,1256,12.0,5.0,1239.0,2,18.0,515.0,9.0,45.0,76.0,376.0,29.0,98.0,55,8.0,8.0,48.882255930545604,2.3347549738429842
15-25,Présidentielle,2022,1,2022-04-10,12,58,15,15,25,81.0,1587.0,1276.0,1276,7.0,1.0,1268.0,2,17.0,564.0,19.0,55.0,154.0,194.0,17.0,100.0,129,3.0,14.0,48.845320573086155,2.3035158026216975
5-9,Présidentielle,2022,1,2022-04-10,02,19,05,05,9,87.0,1585.0,1344.0,1344,7.0,4.0,1333.0,0,15.0,592.0,18.0,33.0,94.0,325.0,35.0,118.0,89,5.0,9.0,48.841139589617015,2.3386370250128166
19-71,Présidentielle,2022,1,2022-04-10,16,74,19,19,71,14.0,1241.0,821.0,821,11.0,7.0,803.0,4,10.0,132.0,4.0,58.0,50.0,498.0,13.0,14.0,11,4.0,5.0,48.900129718715995,2.381708750639424
17-17,Présidentielle,2022,1,2022-04-10,03,67,17,17,17,33.0,1612.0,1204.0,1205,13.0,6.0,1186.0,3,16.0,331.0,18.0,63.0,127.0,468.0,17.0,54.0,75,6.0,8.0,48.893520605128096,2.306942238605744
15-27,Présidentielle,2022,1,2022-04-10,12,58,15,15,27,54.0,1464.0,1124.0,1128,15.0,3.0,1110.0,3,9.0,373.0,16.0,76.0,117.0,336.0,21.0,66.0,75,4.0,14.0,48.8441966234494,2.2991316440149157
18-66,Présidentielle,2022,1,2022-04-10,18,70,18,18,66,64.0,1426.0,1132.0,1132,7.0,3.0,1122.0,2,22.0,409.0,9.0,34.0,57.0,389.0,30.0,118.0,42,5.0,5.0,48.891684329889195,2.345910419765158
19-27,Présidentielle,2022,1,2022-04-10,16,75,19,19,27,68.0,1926.0,1351.0,1351,11.0,2.0,1338.0,5,31.0,289.0,12.0,63.0,92.0,663.0,36.0,95.0,43,3.0,6.0,48.88668853542075,2.388054643270247
15-69,Présidentielle,2022,1,2022-04-10,13,57,15,15,69,70.0,1746.0,1275.0,1275,10.0,5.0,1260.0,3,24.0,398.0,15.0,82.0,86.0,404.0,32.0,87.0,107,2.0,20.0,48.83670931255036,2.2886771594153204
6-21,Présidentielle,2022,1,2022-04-10,11,23,06,06,21,70.0,1159.0,984.0,984,5.0,4.0,975.0,2,18.0,472.0,5.0,39.0,93.0,133.0,17.0,91.0,96,2.0,7.0,48.8424117992056,2.331456760464805
9-2,Présidentielle,2022,1,2022-04-10,01,35,09,09,2,83.0,1473.0,1186.0,1187,14.0,6.0,1167.0,1,12.0,446.0,14.0,43.0,82.0,383.0,25.0,97.0,52,6.0,6.0,48.87259786459877,2.3448415825647735
20-3,Présidentielle,2022,1,2022-04-10,15,79,20,20,3,59.0,1447.0,1133.0,1133,24.0,4.0,1105.0,1,32.0,275.0,12.0,44.0,58.0,495.0,31.0,109.0,33,8.0,7.0,48.861820692236954,2.4039734207508063
8-1,Présidentielle,2022,1,2022-04-10,01,32,08,08,1,100.0,1531.0,1243.0,1243,3.0,7.0,1233.0,0,5.0,601.0,8.0,57.0,213.0,124.0,9.0,54.0,154,1.0,7.0,48.876294157810435,2.316780118373253
12-26,Présidentielle,2022,1,2022-04-10,08,46,12,12,26,48.0,1390.0,1116.0,1116,14.0,15.0,1087.0,8,18.0,376.0,20.0,65.0,70.0,312.0,34.0,87.0,74,8.0,15.0,48.83414044657059,2.3996686646518315
10-21,Présidentielle,2022,1,2022-04-10,05,40,10,10,21,61.0,1389.0,1036.0,1036,8.0,7.0,1021.0,2,8.0,251.0,19.0,63.0,50.0,477.0,23.0,78.0,39,5.0,6.0,48.88176310900215,2.3683059613496433
15-55,Présidentielle,2022,1,2022-04-10,13,57,15,15,55,60.0,1512.0,1248.0,1249,13.0,14.0,1222.0,2,20.0,470.0,17.0,87.0,114.0,276.0,24.0,108.0,90,3.0,11.0,48.83550735726444,2.2947008814739536
11-16,Présidentielle,2022,1,2022-04-10,07,42,11,11,16,75.0,1544.0,1264.0,1264,21.0,7.0,1236.0,1,14.0,541.0,7.0,49.0,88.0,308.0,21.0,122.0,76,5.0,4.0,48.86023345378259,2.371334740876286
5-19,Présidentielle,2022,1,2022-04-10,02,18,05,05,19,64.0,1396.0,1147.0,1147,14.0,2.0,1131.0,6,26.0,423.0,12.0,51.0,103.0,270.0,27.0,90.0,100,2.0,21.0,48.84010590215067,2.358679979400486
13-56,Présidentielle,2022,1,2022-04-10,10,51,13,13,56,75.0,1663.0,1362.0,1362,18.0,8.0,1336.0,8,33.0,393.0,16.0,87.0,86.0,459.0,48.0,106.0,74,7.0,19.0,48.82987339597645,2.353083614948575
3-5,Présidentielle,2022,1,2022-04-10,05,11,03,01,5,77.0,1292.0,1038.0,1038,12.0,1.0,1025.0,4,13.0,459.0,8.0,43.0,64.0,224.0,25.0,106.0,71,3.0,5.0,48.860485505505736,2.360259254514983
